"","Gene","CpG_ratio","status"
"11122","Mfran_g19795 ",0.771693,"weakly"
"11123","Mfran_g19797 ",0.919903,"weakly"
"11124","Mfran_g19798 ",1.08246,"weakly"
"11125","Mfran_g19802 ",0.617082,"weakly"
"11126","Mfran_g19803 ",0.527123,"heavily"
"11127","Mfran_g19804 ",0.441617,"heavily"
"11128","Mfran_g19805 ",0.498412,"heavily"
"11129","Mfran_g19806 ",0.76921,"weakly"
"11130","Mfran_g19811.1 ",0.313494,"heavily"
"11131","Mfran_g19813 ",0.927886,"weakly"
"11132","Mfran_g19814 ",0.868305,"weakly"
"11133","Mfran_g19816 ",0.578105,"weakly"
"11134","Mfran_g19817 ",0.626228,"weakly"
"11135","Mfran_g19818 ",0.674488,"weakly"
"11136","Mfran_g19819 ",0.937661,"weakly"
"11137","Mfran_g19821.1 ",0.682312,"weakly"
"11138","Mfran_g19822 ",0.479713,"heavily"
"11139","Mfran_g19824 ",0.363566,"heavily"
"11140","Mfran_g19825 ",0.336019,"heavily"
"11141","Mfran_g19827 ",0.698705,"weakly"
"11142","Mfran_g19828 ",0.409697,"heavily"
"11143","Mfran_g19830 ",0.267835,"heavily"
"11144","Mfran_g19831 ",0.300971,"heavily"
"11145","Mfran_g19832 ",0.595351,"weakly"
"11146","Mfran_g19833.1 ",0.641346,"weakly"
"11147","Mfran_g19834 ",0.589092,"weakly"
"11148","Mfran_g19835 ",0.622695,"weakly"
"11149","Mfran_g19837 ",0.477084,"heavily"
"11150","Mfran_g19838 ",0.485227,"heavily"
"11151","Mfran_g19841 ",0.714153,"weakly"
"11152","Mfran_g19844 ",0.253073,"heavily"
"11153","Mfran_g19849 ",0.586927,"weakly"
"11154","Mfran_g19850 ",0.366225,"heavily"
"11155","Mfran_g19851 ",0.601737,"weakly"
"11156","Mfran_g19852 ",0.714472,"weakly"
"11157","Mfran_g19853 ",0.578671,"weakly"
"11158","Mfran_g19854 ",0.548711,"heavily"
"11159","Mfran_g19855 ",0.519047,"heavily"
"11160","Mfran_g19856.1 ",0.361196,"heavily"
"11161","Mfran_g19857 ",0.335985,"heavily"
"11162","Mfran_g19859.1 ",0.751525,"weakly"
"11163","Mfran_g19864 ",0.307329,"heavily"
"11164","Mfran_g19868 ",0.849925,"weakly"
"11165","Mfran_g19870 ",0.410116,"heavily"
"11166","Mfran_g19872 ",0.474373,"heavily"
"11167","Mfran_g19873.2 ",0.734252,"weakly"
"11168","Mfran_g19874 ",0.351193,"heavily"
"11169","Mfran_g19878 ",1.02229,"weakly"
"11170","Mfran_g19879 ",0.907318,"weakly"
"11171","Mfran_g19880.2 ",0.329611,"heavily"
"11172","Mfran_g19881 ",0.249906,"heavily"
"11173","Mfran_g19882.2 ",0.257271,"heavily"
"11174","Mfran_g19883 ",0.722223,"weakly"
"11175","Mfran_g19884 ",0.604343,"weakly"
"11176","Mfran_g19888 ",0.16195,"heavily"
"11177","Mfran_g19889 ",0.456878,"heavily"
"11178","Mfran_g19890 ",0.33367,"heavily"
"11179","Mfran_g19891 ",0.260286,"heavily"
"11180","Mfran_g19892 ",0.832558,"weakly"
"11181","Mfran_g19895 ",0.393808,"heavily"
"11182","Mfran_g19896 ",0.543979,"heavily"
"11183","Mfran_g19897 ",0.891453,"weakly"
"11184","Mfran_g19898.1 ",0.923994,"weakly"
"11185","Mfran_g19899 ",0.29265,"heavily"
"11186","Mfran_g19900 ",0.505162,"heavily"
"11187","Mfran_g19902 ",0.465148,"heavily"
"11188","Mfran_g19903 ",0.702585,"weakly"
"11189","Mfran_g19906 ",0.893346,"weakly"
"11190","Mfran_g19907 ",0.960598,"weakly"
"11191","Mfran_g19910 ",0.770225,"weakly"
"11192","Mfran_g19911 ",0.39957,"heavily"
"11193","Mfran_g19912 ",0.640372,"weakly"
"11194","Mfran_g19913 ",0.404376,"heavily"
"11195","Mfran_g19916.1 ",0.262202,"heavily"
"11196","Mfran_g19917 ",0.232052,"heavily"
"11197","Mfran_g19918 ",0.575028,"weakly"
"11198","Mfran_g11393 ",0.781608,"weakly"
"11199","Mfran_g11396 ",0.347718,"heavily"
"11200","Mfran_g11397 ",0.47648,"heavily"
"11201","Mfran_g11398 ",0.681595,"weakly"
"11202","Mfran_g11399 ",0.568767,"weakly"
"11203","Mfran_g11402 ",0.202698,"heavily"
"11204","Mfran_g11404 ",0.449761,"heavily"
"11205","Mfran_g11405 ",0.995521,"weakly"
"11206","Mfran_g11407 ",0.323734,"heavily"
"11207","Mfran_g11409 ",0.424159,"heavily"
"11208","Mfran_g11412 ",0.790301,"weakly"
"11209","Mfran_g11413 ",0.717231,"weakly"
"11210","Mfran_g11414 ",0.808824,"weakly"
"11211","Mfran_g11417 ",0.816251,"weakly"
"11212","Mfran_g11420 ",0.881155,"weakly"
"11213","Mfran_g11421 ",0.74906,"weakly"
"11214","Mfran_g11425 ",0.429358,"heavily"
"11215","Mfran_g11426 ",0.506702,"heavily"
"11216","Mfran_g11427 ",0.326839,"heavily"
"11217","Mfran_g11428 ",1.05971,"weakly"
"11218","Mfran_g11429 ",0.29519,"heavily"
"11219","Mfran_g11430 ",0.689282,"weakly"
"11220","Mfran_g11434 ",0.644261,"weakly"
"11221","Mfran_g11435 ",0.348757,"heavily"
"11222","Mfran_g11441 ",0.679204,"weakly"
"11223","Mfran_g11449 ",0.368577,"heavily"
"11224","Mfran_g11450 ",0.431005,"heavily"
"11225","Mfran_g11455 ",0.654894,"weakly"
"11226","Mfran_g11456 ",0.31624,"heavily"
"11227","Mfran_g11457 ",0.416851,"heavily"
"11228","Mfran_g11458 ",0.381869,"heavily"
"11229","Mfran_g11460 ",0.68466,"weakly"
"11230","Mfran_g11462 ",0.260123,"heavily"
"11231","Mfran_g11463 ",0.655972,"weakly"
"11232","Mfran_g11464.1 ",0.759387,"weakly"
"11233","Mfran_g11466.1 ",0.823699,"weakly"
"11234","Mfran_g11467 ",0.315479,"heavily"
"11235","Mfran_g11468 ",0.976932,"weakly"
"11236","Mfran_g11471 ",0.705855,"weakly"
"11237","Mfran_g11472 ",0.805277,"weakly"
"11238","Mfran_g11473 ",1.07271,"weakly"
"11239","Mfran_g11474 ",0.889472,"weakly"
"11240","Mfran_g11475 ",0.835397,"weakly"
"11241","Mfran_g11476 ",0.774582,"weakly"
"11242","Mfran_g11477 ",0.809528,"weakly"
"11243","Mfran_g11478 ",0.404271,"heavily"
"11244","Mfran_g11480.2 ",0.339557,"heavily"
"11245","Mfran_g11482 ",0.563519,"weakly"
"11246","Mfran_g11486 ",0.794421,"weakly"
"11247","Mfran_g11499 ",0.902308,"weakly"
"11248","Mfran_g11501 ",0.973338,"weakly"
"11249","Mfran_g11502 ",0.457463,"heavily"
"11250","Mfran_g11504.1 ",0.405742,"heavily"
"11251","Mfran_g11505 ",0.383993,"heavily"
"11252","Mfran_g11506 ",0.457534,"heavily"
"11253","Mfran_g11507 ",0.294554,"heavily"
"11254","Mfran_g11508 ",0.400234,"heavily"
"11255","Mfran_g11510 ",0.668665,"weakly"
"11256","Mfran_g11511 ",1.02029,"weakly"
"11257","Mfran_g11513 ",0.757974,"weakly"
"11258","Mfran_g11515 ",0.326253,"heavily"
"11259","Mfran_g11521 ",0.674934,"weakly"
"11260","Mfran_g11523 ",0.855703,"weakly"
"11261","Mfran_g11525 ",0.86978,"weakly"
"11262","Mfran_g11526 ",0.474932,"heavily"
"11263","Mfran_g11527 ",0.336053,"heavily"
"11264","Mfran_g11528 ",0.60577,"weakly"
"11265","Mfran_g11529.1 ",0.482079,"heavily"
"11266","Mfran_g11531 ",0.294385,"heavily"
"11267","Mfran_g11532 ",0.430251,"heavily"
"11268","Mfran_g11538.1 ",0.427611,"heavily"
"11269","Mfran_g11539 ",0.442205,"heavily"
"11270","Mfran_g11541 ",0.351068,"heavily"
"11271","Mfran_g11544 ",0.637633,"weakly"
"11272","Mfran_g11546 ",0.525373,"heavily"
"11273","Mfran_g11548 ",0.954237,"weakly"
"11274","Mfran_g11549.1 ",0.588113,"weakly"
"11275","Mfran_g11550 ",0.563657,"weakly"
"11276","Mfran_g11551 ",0.459397,"heavily"
"11277","Mfran_g11552 ",1.27746,"weakly"
"11278","Mfran_g11554 ",0.582231,"weakly"
"11279","Mfran_g11558 ",0.931748,"weakly"
"11280","Mfran_g11559 ",0.482409,"heavily"
"11281","Mfran_g11561 ",1.0134,"weakly"
"11282","Mfran_g11563.1 ",0.272599,"heavily"
"11283","Mfran_g11565 ",0.467736,"heavily"
"11284","Mfran_g11566 ",0.235714,"heavily"
"11285","Mfran_g11567 ",0.430503,"heavily"
"11286","Mfran_g11568 ",1.13443,"weakly"
"11287","Mfran_g11570 ",0.488579,"heavily"
"11288","Mfran_g11572 ",0.594808,"weakly"
"11289","Mfran_g11573 ",0.33441,"heavily"
"11290","Mfran_g11575.1 ",0.462619,"heavily"
"11291","Mfran_g11577 ",0.316368,"heavily"
"11292","Mfran_g11578 ",0.913219,"weakly"
"11293","Mfran_g11579 ",0.879342,"weakly"
"11294","Mfran_g11581 ",0.908938,"weakly"
"11295","Mfran_g11582 ",0.626504,"weakly"
"11296","Mfran_g11583 ",0.488675,"heavily"
"11297","Mfran_g11584 ",0.365868,"heavily"
"11298","Mfran_g11585.2 ",0.469114,"heavily"
"11299","Mfran_g11586 ",0.334193,"heavily"
"11300","Mfran_g11589 ",0.40646,"heavily"
"11301","Mfran_g11590 ",0.332464,"heavily"
"11302","Mfran_g11591 ",0.469494,"heavily"
"11303","Mfran_g11592c ",0.39107,"heavily"
"11304","Mfran_g11597 ",0.489156,"heavily"
"11305","Mfran_g11600 ",0.779213,"weakly"
"11306","Mfran_g11601 ",0.421631,"heavily"
"11307","Mfran_g11602 ",0.299477,"heavily"
"11308","Mfran_g11603 ",0.405674,"heavily"
"11309","Mfran_g11605 ",0.439386,"heavily"
"11310","Mfran_g11606 ",0.258621,"heavily"
"11311","Mfran_g11607c ",0.395368,"heavily"
"11312","Mfran_g11608 ",0.990664,"weakly"
"11313","Mfran_g11611.2 ",0.352673,"heavily"
"11314","Mfran_g11612.1 ",0.535257,"heavily"
"11315","Mfran_g11613 ",0.3281,"heavily"
"11316","Mfran_g11615 ",0.376905,"heavily"
"11317","Mfran_g11616 ",0.337535,"heavily"
"11318","Mfran_g11617 ",0.276545,"heavily"
"11319","Mfran_g11619 ",0.290503,"heavily"
"11320","Mfran_g11621 ",0.418496,"heavily"
"11321","Mfran_g11624 ",0.854394,"weakly"
"11322","Mfran_g11625 ",0.94456,"weakly"
"11323","Mfran_g11626 ",0.665655,"weakly"
"11324","Mfran_g11628 ",0.760627,"weakly"
"11325","Mfran_g11629 ",0.728804,"weakly"
"11326","Mfran_g11630.1 ",0.557773,"weakly"
"11327","Mfran_g11631.2 ",0.946832,"weakly"
"11328","Mfran_g11632 ",0.65568,"weakly"
"11329","Mfran_g11633 ",0.744366,"weakly"
"11330","Mfran_g11634 ",0.775604,"weakly"
"11331","Mfran_g11635 ",0.846378,"weakly"
"11332","Mfran_g11637 ",0.30359,"heavily"
"11333","Mfran_g11638 ",0.247064,"heavily"
"11334","Mfran_g11639 ",0.437784,"heavily"
"11335","Mfran_g11641 ",0.42412,"heavily"
"11336","Mfran_g11643 ",0.908688,"weakly"
"11337","Mfran_g11644 ",0.870706,"weakly"
"11338","Mfran_g11645.1 ",0.510031,"heavily"
"11339","Mfran_g11646 ",0.156088,"heavily"
"11340","Mfran_g11649.2 ",1.05509,"weakly"
"11341","Mfran_g11650 ",0.394136,"heavily"
"11342","Mfran_g11651 ",0.43504,"heavily"
"11343","Mfran_g11652 ",1.0392,"weakly"
"11344","Mfran_g11653 ",0.764389,"weakly"
"11345","Mfran_g11655 ",0.733351,"weakly"
"11346","Mfran_g11656 ",0.879923,"weakly"
"11347","Mfran_g11660 ",0.33523,"heavily"
"11348","Mfran_g11661 ",0.548397,"heavily"
"11349","Mfran_g11662 ",0.475524,"heavily"
"11350","Mfran_g11663 ",0.400969,"heavily"
"11351","Mfran_g11664 ",0.342758,"heavily"
"11352","Mfran_g11665 ",0.4093,"heavily"
"11353","Mfran_g11667 ",0.50952,"heavily"
"11354","Mfran_g11668 ",0.515618,"heavily"
"11355","Mfran_g11669 ",0.494901,"heavily"
"11356","Mfran_g11671 ",0.246581,"heavily"
"11357","Mfran_g11673 ",0.406996,"heavily"
"11358","Mfran_g11675 ",0.558511,"weakly"
"11359","Mfran_g11677 ",0.621178,"weakly"
"11360","Mfran_g11679.2 ",0.489108,"heavily"
"11361","Mfran_g11680 ",0.440304,"heavily"
"11362","Mfran_g11683 ",1.05678,"weakly"
"11363","Mfran_g11685 ",0.468048,"heavily"
"11364","Mfran_g11686 ",0.464658,"heavily"
"11365","Mfran_g11687 ",0.2978,"heavily"
"11366","Mfran_g11688 ",0.658091,"weakly"
"11367","Mfran_g11690 ",0.661949,"weakly"
"11368","Mfran_g11691.1 ",0.502806,"heavily"
"11369","Mfran_g11692 ",0.764786,"weakly"
"11370","Mfran_g11693 ",0.442378,"heavily"
"11371","Mfran_g11694 ",0.398337,"heavily"
"11372","Mfran_g11695.1 ",0.356097,"heavily"
"11373","Mfran_g11696 ",1.19864,"weakly"
"11374","Mfran_g11701 ",0.852668,"weakly"
"11375","Mfran_g11705 ",0.710683,"weakly"
"11376","Mfran_g11711 ",0.981257,"weakly"
"11377","Mfran_g11712 ",1.05532,"weakly"
"11378","Mfran_g11713 ",0.441554,"heavily"
"11379","Mfran_g11714 ",0.403317,"heavily"
"11380","Mfran_g11716 ",0.168509,"heavily"
"11381","Mfran_g11717 ",1.22541,"weakly"
"11382","Mfran_g11719 ",1.14237,"weakly"
"11383","Mfran_g11720 ",1.00868,"weakly"
"11384","Mfran_g11721 ",1.07655,"weakly"
"11385","Mfran_g11723 ",0.720039,"weakly"
"11386","Mfran_g11724 ",0.964703,"weakly"
"11387","Mfran_g11725 ",0.427309,"heavily"
"11388","Mfran_g11726 ",0.406316,"heavily"
"11389","Mfran_g11727 ",0.583223,"weakly"
"11390","Mfran_g11730 ",0.54776,"heavily"
"11391","Mfran_g11731 ",0.368969,"heavily"
"11392","Mfran_g11732 ",0.453924,"heavily"
"11393","Mfran_g11733 ",0.270847,"heavily"
"11394","Mfran_g11734 ",0.377105,"heavily"
"11395","Mfran_g11735 ",0.304852,"heavily"
"11396","Mfran_g11736 ",0.877781,"weakly"
"11397","Mfran_g11737 ",0.968327,"weakly"
"11398","Mfran_g11739 ",1.23697,"weakly"
"11399","Mfran_g11741 ",0.470556,"heavily"
"11400","Mfran_g11742 ",0.352912,"heavily"
"11401","Mfran_g11743 ",1.01438,"weakly"
"11402","Mfran_g11744 ",0.990854,"weakly"
"11403","Mfran_g11745 ",0.790615,"weakly"
"11404","Mfran_g11751 ",0.842272,"weakly"
"11405","Mfran_g11753 ",0.497804,"heavily"
"11406","Mfran_g11757 ",0.785087,"weakly"
"11407","Mfran_g11758 ",0.784289,"weakly"
"11408","Mfran_g11760 ",0.562344,"weakly"
"11409","Mfran_g11761 ",0.314816,"heavily"
"11410","Mfran_g11763 ",0.521363,"heavily"
"11411","Mfran_g11765 ",0.665011,"weakly"
"11412","Mfran_g11766 ",0.996402,"weakly"
"11413","Mfran_g11767 ",0.312596,"heavily"
"11414","Mfran_g11768 ",0.805088,"weakly"
"11415","Mfran_g11769 ",0.93424,"weakly"
"11416","Mfran_g11770 ",0.945749,"weakly"
"11417","Mfran_g11771 ",0.807503,"weakly"
"11418","Mfran_g11772 ",1.11824,"weakly"
"11419","Mfran_g11774 ",0.28913,"heavily"
"11420","Mfran_g11775 ",0.666385,"weakly"
"11421","Mfran_g11776 ",0.626055,"weakly"
"11422","Mfran_g11779 ",0.450981,"heavily"
"11423","Mfran_g11781.1 ",0.299514,"heavily"
"11424","Mfran_g11782 ",0.454038,"heavily"
"11425","Mfran_g11783 ",0.944064,"weakly"
"11426","Mfran_g11784 ",0.777418,"weakly"
"11427","Mfran_g11785 ",0.777087,"weakly"
"11428","Mfran_g11786 ",0.987043,"weakly"
"11429","Mfran_g11788 ",0.648222,"weakly"
"11430","Mfran_g11791 ",0.52551,"heavily"
"11431","Mfran_g11793 ",0.444778,"heavily"
"11432","Mfran_g11795 ",0.80365,"weakly"
"11433","Mfran_g11796 ",0.41557,"heavily"
"11434","Mfran_g11797 ",0.253612,"heavily"
"11435","Mfran_g11798 ",0.644131,"weakly"
"11436","Mfran_g11799 ",0.393838,"heavily"
"11437","Mfran_g11800 ",1.03422,"weakly"
"11438","Mfran_g11801.1 ",0.834357,"weakly"
"11439","Mfran_g11802 ",0.600584,"weakly"
"11440","Mfran_g11803 ",0.275723,"heavily"
"11441","Mfran_g11805 ",0.472539,"heavily"
"11442","Mfran_g11806 ",0.522266,"heavily"
"11443","Mfran_g11808 ",0.368661,"heavily"
"11444","Mfran_g11809 ",0.450392,"heavily"
"11445","Mfran_g11810 ",0.375223,"heavily"
"11446","Mfran_g11811c ",0.256781,"heavily"
"11447","Mfran_g11813 ",0.803207,"weakly"
"11448","Mfran_g11816 ",0.701517,"weakly"
"11449","Mfran_g11819 ",0.749049,"weakly"
"11450","Mfran_g11822 ",0.822225,"weakly"
"11451","Mfran_g11823 ",0.802101,"weakly"
"11452","Mfran_g11824 ",0.693375,"weakly"
"11453","Mfran_g11826 ",0.66072,"weakly"
"11454","Mfran_g11828 ",0.944283,"weakly"
"11455","Mfran_g11829 ",0.941572,"weakly"
"11456","Mfran_g11830 ",0.330093,"heavily"
"11457","Mfran_g11841 ",0.924709,"weakly"
"11458","Mfran_g11842 ",0.758877,"weakly"
"11459","Mfran_g11846 ",0.333768,"heavily"
"11460","Mfran_g11847 ",0.336112,"heavily"
"11461","Mfran_g11848 ",0.194329,"heavily"
"11462","Mfran_g11849 ",0.44638,"heavily"
"11463","Mfran_g11850.1 ",0.654112,"weakly"
"11464","Mfran_g11853 ",0.640161,"weakly"
"11465","Mfran_g11857 ",0.509586,"heavily"
"11466","Mfran_g11858 ",0.46816,"heavily"
"11467","Mfran_g11864 ",0.592005,"weakly"
"11468","Mfran_g11866 ",0.395271,"heavily"
"11469","Mfran_g11868 ",0.314914,"heavily"
"11470","Mfran_g11869 ",0.476029,"heavily"
"11471","Mfran_g11870 ",0.534148,"heavily"
"11472","Mfran_g11871 ",0.4505,"heavily"
"11473","Mfran_g11872 ",0.260024,"heavily"
"11474","Mfran_g11873c ",0.526577,"heavily"
"11475","Mfran_g11875 ",0.405651,"heavily"
"11476","Mfran_g11877 ",0.398531,"heavily"
"11477","Mfran_g11878 ",0.377921,"heavily"
"11478","Mfran_g11879.1 ",1.01523,"weakly"
"11479","Mfran_g11880 ",0.437888,"heavily"
"11480","Mfran_g11882 ",0.543817,"heavily"
"11481","Mfran_g11884 ",0.394199,"heavily"
"11482","Mfran_g11886 ",0.404021,"heavily"
"11483","Mfran_g11887 ",0.444214,"heavily"
"11484","Mfran_g11888.2 ",0.287215,"heavily"
"11485","Mfran_g11890 ",0.956292,"weakly"
"11486","Mfran_g11892 ",0.696308,"weakly"
"11487","Mfran_g11896.3 ",0.381141,"heavily"
"11488","Mfran_g11897 ",0.488243,"heavily"
"11489","Mfran_g11898 ",0.533262,"heavily"
"11490","Mfran_g11899 ",0.372283,"heavily"
"11491","Mfran_g11900 ",0.17676,"heavily"
"11492","Mfran_g11902.2 ",0.595911,"weakly"
"11493","Mfran_g11903 ",0.288023,"heavily"
"11494","Mfran_g11904 ",0.43041,"heavily"
"11495","Mfran_g11905 ",0.467397,"heavily"
"11496","Mfran_g11907 ",1.13185,"weakly"
"11497","Mfran_g11908 ",0.932708,"weakly"
"11498","Mfran_g11909 ",0.471664,"heavily"
"11499","Mfran_g11911 ",0.797443,"weakly"
"11500","Mfran_g11914 ",0.765535,"weakly"
"11501","Mfran_g11915 ",0.84403,"weakly"
"11502","Mfran_g11916 ",0.963819,"weakly"
"11503","Mfran_g11918 ",0.905779,"weakly"
"11504","Mfran_g11921 ",0.399387,"heavily"
"11505","Mfran_g11922 ",0.455358,"heavily"
"11506","Mfran_g11923 ",0.673477,"weakly"
"11507","Mfran_g11928.1 ",0.60201,"weakly"
"11508","Mfran_g11932 ",0.482527,"heavily"
"11509","Mfran_g11933 ",0.366436,"heavily"
"11510","Mfran_g11936 ",0.409651,"heavily"
"11511","Mfran_g11938 ",0.444445,"heavily"
"11512","Mfran_g11940 ",0.62989,"weakly"
"11513","Mfran_g11942 ",0.682783,"weakly"
"11514","Mfran_g11943 ",0.713795,"weakly"
"11515","Mfran_g11944 ",0.660149,"weakly"
"11516","Mfran_g11945 ",0.995521,"weakly"
"11517","Mfran_g11946 ",0.657222,"weakly"
"11518","Mfran_g11947 ",1.01244,"weakly"
"11519","Mfran_g11948.1 ",0.989809,"weakly"
"11520","Mfran_g11949 ",1.07659,"weakly"
"11521","Mfran_g11950 ",0.918854,"weakly"
"11522","Mfran_g11952 ",0.441932,"heavily"
"11523","Mfran_g11954 ",0.450505,"heavily"
"11524","Mfran_g11955 ",1.11634,"weakly"
"11525","Mfran_g11957 ",1.1179,"weakly"
"11526","Mfran_g11959 ",1.04453,"weakly"
"11527","Mfran_g11960 ",0.409641,"heavily"
"11528","Mfran_g11962.1 ",0.465308,"heavily"
"11529","Mfran_g11966 ",0.512486,"heavily"
"11530","Mfran_g11968 ",0.620407,"weakly"
"11531","Mfran_g11970 ",0.796271,"weakly"
"11532","Mfran_g11972 ",0.689644,"weakly"
"11533","Mfran_g11974 ",0.785859,"weakly"
"11534","Mfran_g11979 ",0.357035,"heavily"
"11535","Mfran_g11980.1 ",0.488706,"heavily"
"11536","Mfran_g11981 ",0.558127,"weakly"
"11537","Mfran_g11983 ",0.625943,"weakly"
"11538","Mfran_g11984 ",0.732544,"weakly"
"11539","Mfran_g11987 ",0.294349,"heavily"
"11540","Mfran_g11991 ",0.551496,"weakly"
"11541","Mfran_g11993 ",0.860207,"weakly"
"11542","Mfran_g11995 ",0.853587,"weakly"
"11543","Mfran_g11998 ",0.755588,"weakly"
"11544","Mfran_g11999.1 ",0.690248,"weakly"
"11545","Mfran_g12006.1 ",0.435593,"heavily"
"11546","Mfran_g12007.1 ",0.483372,"heavily"
"11547","Mfran_g12008 ",0.949493,"weakly"
"11548","Mfran_g12014 ",0.79247,"weakly"
"11549","Mfran_g12015 ",0.304079,"heavily"
"11550","Mfran_g12016 ",0.405016,"heavily"
"11551","Mfran_g12017 ",1.16392,"weakly"
"11552","Mfran_g12018 ",1.19036,"weakly"
"11553","Mfran_g12019.1 ",1.20045,"weakly"
"11554","Mfran_g12020 ",1.0441,"weakly"
"11555","Mfran_g12025 ",1.19271,"weakly"
"11556","Mfran_g12026 ",1.16142,"weakly"
"11557","Mfran_g12028 ",1.08966,"weakly"
"11558","Mfran_g12030 ",0.894411,"weakly"
"11559","Mfran_g12031 ",0.663056,"weakly"
"11560","Mfran_g12032 ",0.489025,"heavily"
"11561","Mfran_g12033 ",0.334495,"heavily"
"11562","Mfran_g12035.1 ",1.09873,"weakly"
"11563","Mfran_g12036 ",1.04391,"weakly"
"11564","Mfran_g12037 ",1.19878,"weakly"
"11565","Mfran_g12038 ",1.14447,"weakly"
"11566","Mfran_g12039 ",0.59259,"weakly"
"11567","Mfran_g12042 ",0.637043,"weakly"
"11568","Mfran_g12043.1 ",0.815395,"weakly"
"11569","Mfran_g12044 ",0.414606,"heavily"
"11570","Mfran_g12045.1 ",0.508901,"heavily"
"11571","Mfran_g12046 ",0.615242,"weakly"
"11572","Mfran_g12047.2 ",0.428309,"heavily"
"11573","Mfran_g12048.1 ",0.602002,"weakly"
"11574","Mfran_g12051 ",0.993697,"weakly"
"11575","Mfran_g12054 ",0.79716,"weakly"
"11576","Mfran_g12055.1 ",0.854191,"weakly"
"11577","Mfran_g12058 ",0.846142,"weakly"
"11578","Mfran_g12059.1 ",0.350876,"heavily"
"11579","Mfran_g12061 ",1.11976,"weakly"
"11580","Mfran_g12062 ",0.834366,"weakly"
"11581","Mfran_g12065 ",1.06206,"weakly"
"11582","Mfran_g12067 ",0.782084,"weakly"
"11583","Mfran_g12068 ",0.368261,"heavily"
"11584","Mfran_g12069 ",0.425964,"heavily"
"11585","Mfran_g12070 ",0.247799,"heavily"
"11586","Mfran_g12071 ",0.567984,"weakly"
"11587","Mfran_g12072 ",0.461464,"heavily"
"11588","Mfran_g12073 ",0.408041,"heavily"
"11589","Mfran_g12074 ",0.829084,"weakly"
"11590","Mfran_g12075 ",0.982203,"weakly"
"11591","Mfran_g12076 ",0.826555,"weakly"
"11592","Mfran_g12078 ",0.785361,"weakly"
"11593","Mfran_g12080 ",0.270309,"heavily"
"11594","Mfran_g12081 ",0.314399,"heavily"
"11595","Mfran_g12082 ",0.382233,"heavily"
"11596","Mfran_g12083 ",0.615179,"weakly"
"11597","Mfran_g12084 ",0.495316,"heavily"
"11598","Mfran_g12085 ",0.33441,"heavily"
"11599","Mfran_g12086 ",0.348978,"heavily"
"11600","Mfran_g12087c ",0.305149,"heavily"
"11601","Mfran_g12089 ",0.405187,"heavily"
"11602","Mfran_g12091 ",0.73296,"weakly"
"11603","Mfran_g12092 ",0.503786,"heavily"
"11604","Mfran_g12093 ",0.62233,"weakly"
"11605","Mfran_g12094.1 ",0.370597,"heavily"
"11606","Mfran_g12096 ",0.714298,"weakly"
"11607","Mfran_g12097 ",0.748644,"weakly"
"11608","Mfran_g12098 ",0.241979,"heavily"
"11609","Mfran_g12100 ",0.4613,"heavily"
"11610","Mfran_g12102 ",0.607146,"weakly"
"11611","Mfran_g12103.1 ",0.431802,"heavily"
"11612","Mfran_g12104 ",0.46345,"heavily"
"11613","Mfran_g12105 ",0.786526,"weakly"
"11614","Mfran_g12108 ",0.771431,"weakly"
"11615","Mfran_g12111 ",0.923701,"weakly"
"11616","Mfran_g12115 ",0.570897,"weakly"
"11617","Mfran_g12117 ",0.781744,"weakly"
"11618","Mfran_g12118 ",0.573069,"weakly"
"11619","Mfran_g12119 ",0.338294,"heavily"
"11620","Mfran_g12125 ",0.472195,"heavily"
"11621","Mfran_g12127 ",0.511725,"heavily"
"11622","Mfran_g12128 ",0.764657,"weakly"
"11623","Mfran_g12130 ",0.41496,"heavily"
"11624","Mfran_g12131.1 ",0.925105,"weakly"
"11625","Mfran_g12132 ",0.4689,"heavily"
"11626","Mfran_g12133 ",0.926194,"weakly"
"11627","Mfran_g12135 ",0.312854,"heavily"
"11628","Mfran_g12136 ",0.408461,"heavily"
"11629","Mfran_g12137 ",0.319841,"heavily"
"11630","Mfran_g12139 ",0.474353,"heavily"
"11631","Mfran_g12140 ",0.479055,"heavily"
"11632","Mfran_g12143 ",0.602795,"weakly"
"11633","Mfran_g12148 ",0.536688,"heavily"
"11634","Mfran_g12150 ",0.422483,"heavily"
"11635","Mfran_g12151 ",0.673889,"weakly"
"11636","Mfran_g12152.2 ",0.62631,"weakly"
"11637","Mfran_g12154 ",0.749815,"weakly"
"11638","Mfran_g12157 ",0.392884,"heavily"
"11639","Mfran_g12161 ",0.859619,"weakly"
"11640","Mfran_g12164 ",1.16081,"weakly"
"11641","Mfran_g12165 ",0.245694,"heavily"
"11642","Mfran_g12166 ",0.877282,"weakly"
"11643","Mfran_g12167 ",0.40764,"heavily"
"11644","Mfran_g12168 ",0.482289,"heavily"
"11645","Mfran_g12169 ",0.968485,"weakly"
"11646","Mfran_g12170.1 ",0.762323,"weakly"
"11647","Mfran_g12173 ",0.420383,"heavily"
"11648","Mfran_g12176 ",0.370418,"heavily"
"11649","Mfran_g12179 ",0.49105,"heavily"
"11650","Mfran_g12181 ",0.761334,"weakly"
"11651","Mfran_g12183 ",0.820322,"weakly"
"11652","Mfran_g12184 ",0.537645,"heavily"
"11653","Mfran_g12185 ",0.430977,"heavily"
"11654","Mfran_g12188.1 ",0.972814,"weakly"
